Intersection,Date,Hour,Period,Session_Type,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks,TriHeadway,CarHeadway,VC
Kibuye Roundabout,2026-06-06,23,Night,Night,6,4,0,0,0,6.13,4.59,0.02
Kibuye Roundabout,2026-06-06,23,Night,Night,22,2,1,0,3,6.23,4.71,0.04
Kibuye Roundabout,2026-06-06,23,Night,Night,3,12,7,0,0,5.75,3.72,0.02
Kibuye Roundabout,2026-06-06,0,Night,Night,9,16,1,4,0,6.25,3.93,0.02
Kibuye Roundabout,2026-06-06,0,Night,Night,2,16,0,0,0,5.07,4.85,0.02
Kibuye Roundabout,2026-06-06,0,Night,Night,1,8,6,1,0,5.37,4.56,0.02
Kibuye Roundabout,2026-06-06,0,Night,Night,10,1,0,0,1,5.53,4.7,0.02
Kibuye Roundabout,2026-06-06,1,Night,Night,21,18,1,0,2,5.6,4.61,0.03
Kibuye Roundabout,2026-06-06,1,Night,Night,8,10,0,2,1,5.86,4.79,0.02
Kibuye Roundabout,2026-06-06,1,Night,Night,12,13,2,2,1,6.32,4.07,0.02
Kibuye Roundabout,2026-06-06,1,Night,Night,4,25,2,0,0,5.82,4.56,0.02
Kibuye Roundabout,2026-06-06,2,Night,Night,1,15,4,1,0,5.22,5.16,0.02
Kibuye Roundabout,2026-06-06,2,Night,Night,5,1,3,0,4,5.71,4.05,0.02
Kibuye Roundabout,2026-06-06,2,Night,Night,20,13,0,1,0,6.8,4.18,0.02
Kibuye Roundabout,2026-06-06,2,Night,Night,12,1,1,0,0,5.2,4.8,0.02
Kibuye Roundabout,2026-06-06,3,Night,Night,10,12,0,0,0,5.39,4.79,0.02
Kibuye Roundabout,2026-06-06,3,Night,Night,31,3,2,1,3,4.82,4.5,0.05
Kibuye Roundabout,2026-06-06,3,Night,Night,15,2,5,0,0,5.35,4.25,0.02
Kibuye Roundabout,2026-06-06,3,Night,Night,8,11,1,0,2,5.53,4.92,0.02
Kibuye Roundabout,2026-06-06,4,Night,Night,7,21,3,0,0,6.08,4.12,0.02
Kibuye Roundabout,2026-06-06,4,Night,Night,19,16,0,2,3,5.74,4.63,0.02
Kibuye Roundabout,2026-06-06,4,Night,Night,20,18,0,0,0,5.4,4.92,0.02
Kibuye Roundabout,2026-06-06,4,Night,Night,11,6,0,0,0,6.43,4.87,0.02
Kibuye Roundabout,2026-06-06,5,Night,Night,28,24,2,5,0,6.01,4.96,0.04
Kibuye Roundabout,2026-06-06,5,Night,Night,1,18,0,6,1,5.82,4.44,0.03
Kibuye Roundabout,2026-06-06,5,Night,Night,30,21,2,0,0,6.06,4.12,0.07
Kibuye Roundabout,2026-06-06,5,Night,Night,21,19,4,0,4,5.35,3.81,0.04
Kibuye Roundabout,2026-06-06,6,Night,Night,28,37,2,4,0,5.83,3.97,0.05
Kibuye Roundabout,2026-06-06,6,Night,Night,29,28,0,1,0,5.8,4.19,0.04
Kibuye Roundabout,2026-06-06,6,Night,Night,13,8,2,0,1,5.62,5.35,0.02
Kibuye Roundabout,2026-06-06,6,Night,Night,23,20,4,2,0,5.74,4.1,0.02
Bakuli Intersection,2026-06-06,19,Night,Night,39,39,4,1,0,4.95,4.39,0.06
Bakuli Intersection,2026-06-06,19,Night,Night,41,44,2,2,0,5.75,4.01,0.06
Bakuli Intersection,2026-06-06,19,Night,Night,36,33,3,0,3,6.24,4.25,0.02
Bakuli Intersection,2026-06-06,19,Night,Night,28,51,3,8,0,6.23,4.72,0.07
Bakuli Intersection,2026-06-06,20,Night,Night,18,30,2,0,1,5.95,4.93,0.02
Bakuli Intersection,2026-06-06,20,Night,Night,22,33,0,2,1,5.97,4.58,0.05
Bakuli Intersection,2026-06-06,20,Night,Night,28,37,0,0,1,6.3,4.22,0.06
Bakuli Intersection,2026-06-06,20,Night,Night,31,36,3,2,2,4.93,4.16,0.06
Bakuli Intersection,2026-06-06,21,Night,Night,19,27,2,0,0,5.48,4.01,0.05
Bakuli Intersection,2026-06-06,21,Night,Night,18,28,0,1,1,6.54,4.72,0.02
Bakuli Intersection,2026-06-06,21,Night,Night,31,9,4,2,0,5.94,4.96,0.02
Bakuli Intersection,2026-06-06,21,Night,Night,2,27,4,0,3,5.19,4.78,0.02
Bakuli Intersection,2026-06-06,22,Night,Night,16,8,0,2,3,5.87,5.31,0.02
Bakuli Intersection,2026-06-06,22,Night,Night,11,26,2,4,2,5.44,4.58,0.03
Bakuli Intersection,2026-06-06,22,Night,Night,9,23,3,0,2,5.41,4.78,0.03
Bakuli Intersection,2026-06-06,22,Night,Night,26,24,0,6,3,5.71,4.34,0.03
Bakuli Intersection,2026-06-06,23,Night,Night,8,15,5,3,1,5.62,4.41,0.03
Bakuli Intersection,2026-06-06,23,Night,Night,9,2,3,2,2,6.16,3.59,0.02
Bakuli Intersection,2026-06-06,23,Night,Night,11,10,0,1,0,6.01,4.68,0.04
Bakuli Intersection,2026-06-06,23,Night,Night,7,7,1,3,2,6.2,4.73,0.03
Bakuli Intersection,2026-06-06,0,Night,Night,2,5,0,0,1,5.85,4.55,0.02
Bakuli Intersection,2026-06-06,0,Night,Night,6,8,2,1,2,5.56,4.23,0.02
Bakuli Intersection,2026-06-06,0,Night,Night,1,1,1,4,0,6.43,4.21,0.02
Bakuli Intersection,2026-06-06,0,Night,Night,18,15,1,2,0,6.66,3.3,0.03
Bakuli Intersection,2026-06-06,1,Night,Night,4,1,2,1,2,5.65,5.63,0.02
Bakuli Intersection,2026-06-06,1,Night,Night,20,20,0,0,3,7.09,4.56,0.03
Bakuli Intersection,2026-06-06,1,Night,Night,1,9,1,0,0,6.43,4.87,0.02
Bakuli Intersection,2026-06-06,1,Night,Night,14,2,0,1,3,6.04,4.72,0.02
Bakuli Intersection,2026-06-06,2,Night,Night,15,20,1,0,2,5.53,4.39,0.02
Bakuli Intersection,2026-06-06,2,Night,Night,5,8,0,1,1,6.22,4.41,0.02
Bakuli Intersection,2026-06-06,2,Night,Night,3,1,2,0,0,6.54,3.51,0.02
Bakuli Intersection,2026-06-06,2,Night,Night,3,6,0,1,1,6.21,4.6,0.02
Bakuli Intersection,2026-06-06,3,Night,Night,3,16,2,0,2,6.64,3.89,0.02
Bakuli Intersection,2026-06-06,3,Night,Night,1,1,0,2,0,5.11,4.3,0.02
Bakuli Intersection,2026-06-06,3,Night,Night,6,11,5,3,2,5.72,5.31,0.02
Bakuli Intersection,2026-06-06,3,Night,Night,7,6,0,7,0,5.73,4.42,0.02
Bakuli Intersection,2026-06-06,4,Night,Night,4,19,0,5,0,5.64,4.11,0.04
Bakuli Intersection,2026-06-06,4,Night,Night,1,7,0,2,0,5.99,4.15,0.02
Bakuli Intersection,2026-06-06,4,Night,Night,18,11,0,0,0,5.95,4.74,0.04
Bakuli Intersection,2026-06-06,4,Night,Night,16,9,1,0,0,5.6,4.74,0.03
Bakuli Intersection,2026-06-06,5,Night,Night,11,10,0,0,4,5.62,4.54,0.05
Bakuli Intersection,2026-06-06,5,Night,Night,27,18,0,0,0,6.06,4.92,0.03
Bakuli Intersection,2026-06-06,5,Night,Night,23,11,4,3,6,5.48,4.57,0.03
Bakuli Intersection,2026-06-06,5,Night,Night,1,22,2,0,0,5.94,5.03,0.02
Bakuli Intersection,2026-06-06,6,Night,Night,18,17,0,0,1,6.39,3.86,0.03
Bakuli Intersection,2026-06-06,6,Night,Night,25,5,0,0,0,6.14,3.31,0.02
Bakuli Intersection,2026-06-06,6,Night,Night,26,6,3,0,0,6.12,5.64,0.05
Bakuli Intersection,2026-06-06,6,Night,Night,18,19,2,0,0,5.8,4.88,0.02
Bwaise Junction,2026-06-06,19,Night,Night,34,44,2,0,2,6.03,4.14,0.05
Bwaise Junction,2026-06-06,19,Night,Night,39,27,2,6,0,6.85,4.22,0.06
Bwaise Junction,2026-06-06,19,Night,Night,44,32,2,2,0,5.88,4.1,0.07
Bwaise Junction,2026-06-06,19,Night,Night,37,33,4,4,1,5.75,5.04,0.08
Bwaise Junction,2026-06-06,20,Night,Night,16,29,1,2,0,6.04,4.85,0.02
Bwaise Junction,2026-06-06,20,Night,Night,43,40,0,0,1,5.66,4.34,0.06
Bwaise Junction,2026-06-06,20,Night,Night,32,30,4,2,1,6.21,4.07,0.04
Bwaise Junction,2026-06-06,20,Night,Night,18,36,0,1,3,5.75,4.66,0.02
Bwaise Junction,2026-06-06,21,Night,Night,13,5,2,2,5,6.58,4.2,0.02
Bwaise Junction,2026-06-06,21,Night,Night,20,14,5,0,5,5.5,4.04,0.03
Bwaise Junction,2026-06-06,21,Night,Night,19,23,0,0,4,5.94,4.84,0.02
Bwaise Junction,2026-06-06,21,Night,Night,23,13,2,0,3,6.86,4.2,0.02
Bwaise Junction,2026-06-06,22,Night,Night,15,19,2,0,0,5.24,4.48,0.02
Bwaise Junction,2026-06-06,22,Night,Night,6,27,6,1,0,5.87,5.08,0.02
Bwaise Junction,2026-06-06,22,Night,Night,27,15,1,0,1,4.89,3.83,0.03
Bwaise Junction,2026-06-06,22,Night,Night,13,4,1,0,1,5.76,5.27,0.02
Bwaise Junction,2026-06-06,23,Night,Night,11,14,2,1,0,5.47,4.23,0.06
Bwaise Junction,2026-06-06,23,Night,Night,9,19,2,0,0,5.21,3.8,0.02
Bwaise Junction,2026-06-06,23,Night,Night,21,9,2,0,0,5.44,4.38,0.02
Bwaise Junction,2026-06-06,23,Night,Night,19,10,1,0,0,5.41,4.15,0.02
Bwaise Junction,2026-06-06,0,Night,Night,2,1,2,0,2,6.17,4.1,0.02
Bwaise Junction,2026-06-06,0,Night,Night,13,2,1,6,0,5.67,4.02,0.02
Bwaise Junction,2026-06-06,0,Night,Night,11,19,0,0,0,4.98,4.99,0.03
Bwaise Junction,2026-06-06,0,Night,Night,1,22,1,0,0,6.3,4.74,0.02
Bwaise Junction,2026-06-06,1,Night,Night,1,6,2,0,0,4.97,4.94,0.02
Bwaise Junction,2026-06-06,1,Night,Night,1,16,0,0,0,5.28,4.61,0.03
Bwaise Junction,2026-06-06,1,Night,Night,1,16,1,0,0,5.59,4.9,0.02
Bwaise Junction,2026-06-06,1,Night,Night,1,16,3,5,3,6.28,4.38,0.03
Bwaise Junction,2026-06-06,2,Night,Night,1,17,3,0,0,6.35,4.58,0.04
Bwaise Junction,2026-06-06,2,Night,Night,28,21,4,1,0,5.43,4.28,0.03
Bwaise Junction,2026-06-06,2,Night,Night,1,10,0,0,0,5.55,4.49,0.02
Bwaise Junction,2026-06-06,2,Night,Night,6,20,0,1,1,5.92,4.62,0.02
Bwaise Junction,2026-06-06,3,Night,Night,2,25,1,0,1,5.64,4.49,0.02
Bwaise Junction,2026-06-06,3,Night,Night,1,14,2,0,2,5.7,4.26,0.02
Bwaise Junction,2026-06-06,3,Night,Night,1,1,0,0,0,5.23,4.76,0.02
Bwaise Junction,2026-06-06,3,Night,Night,24,2,0,0,2,5.82,4.39,0.02
Bwaise Junction,2026-06-06,4,Night,Night,1,1,0,1,2,4.61,4.4,0.02
Bwaise Junction,2026-06-06,4,Night,Night,1,9,0,0,0,5.83,3.94,0.02
Bwaise Junction,2026-06-06,4,Night,Night,3,10,0,0,0,6.22,5.02,0.02
Bwaise Junction,2026-06-06,4,Night,Night,14,2,0,0,0,5.53,4.2,0.02
Bwaise Junction,2026-06-06,5,Night,Night,22,4,0,0,0,4.96,4.8,0.02
Bwaise Junction,2026-06-06,5,Night,Night,24,14,4,0,3,5.91,5.04,0.02
Bwaise Junction,2026-06-06,5,Night,Night,15,1,0,1,1,5.1,5.03,0.03
Bwaise Junction,2026-06-06,5,Night,Night,13,16,1,0,1,5.63,4.27,0.02
Bwaise Junction,2026-06-06,6,Night,Night,4,15,2,0,0,6.05,4.63,0.02
Bwaise Junction,2026-06-06,6,Night,Night,21,10,1,1,0,5.84,4.64,0.03
Bwaise Junction,2026-06-06,6,Night,Night,25,20,2,1,2,5.11,4.17,0.05
Bwaise Junction,2026-06-06,6,Night,Night,21,10,5,0,0,5.99,5.32,0.03
Natete Junction,2026-06-06,19,Night,Night,42,36,2,6,1,6.22,4.57,0.05
Natete Junction,2026-06-06,19,Night,Night,41,54,1,6,0,5.58,4.31,0.05
Natete Junction,2026-06-06,19,Night,Night,28,22,5,0,0,4.63,5.14,0.05
Natete Junction,2026-06-06,19,Night,Night,39,48,5,6,0,4.86,4.78,0.07
Natete Junction,2026-06-06,20,Night,Night,32,34,3,2,1,5.77,5.13,0.03
Natete Junction,2026-06-06,20,Night,Night,30,32,3,3,0,6.14,3.73,0.02
Natete Junction,2026-06-06,20,Night,Night,44,29,8,0,6,6.09,4.53,0.08
Natete Junction,2026-06-06,20,Night,Night,48,36,2,8,0,5.03,4.02,0.06
Natete Junction,2026-06-06,21,Night,Night,20,13,5,2,1,5.87,4.04,0.02
Natete Junction,2026-06-06,21,Night,Night,31,21,5,0,3,5.46,4.87,0.06
Natete Junction,2026-06-06,21,Night,Night,19,27,5,0,2,7.0,4.69,0.05
Natete Junction,2026-06-06,21,Night,Night,19,24,2,0,0,5.89,4.64,0.05
Natete Junction,2026-06-06,22,Night,Night,25,26,0,3,1,6.23,4.21,0.05
Natete Junction,2026-06-06,22,Night,Night,14,12,0,4,1,5.47,4.85,0.04
Natete Junction,2026-06-06,22,Night,Night,21,17,3,0,2,6.87,4.55,0.02
Natete Junction,2026-06-06,22,Night,Night,14,24,1,0,0,5.65,4.26,0.02
Natete Junction,2026-06-06,23,Night,Night,4,30,1,3,3,4.75,5.11,0.03
Natete Junction,2026-06-06,23,Night,Night,12,13,3,2,0,6.22,4.74,0.03
Natete Junction,2026-06-06,23,Night,Night,18,12,0,2,0,6.3,4.62,0.04
Natete Junction,2026-06-06,23,Night,Night,5,6,4,0,0,6.1,4.49,0.02
Natete Junction,2026-06-06,0,Night,Night,25,5,0,6,0,5.48,4.95,0.03
Natete Junction,2026-06-06,0,Night,Night,1,1,4,3,0,5.64,3.97,0.02
Natete Junction,2026-06-06,0,Night,Night,6,13,0,0,0,4.76,4.83,0.02
Natete Junction,2026-06-06,0,Night,Night,7,16,2,0,0,6.41,4.58,0.02
Natete Junction,2026-06-06,1,Night,Night,22,9,0,0,0,7.19,4.92,0.02
Natete Junction,2026-06-06,1,Night,Night,9,1,2,3,4,6.35,5.22,0.02
Natete Junction,2026-06-06,1,Night,Night,14,8,0,0,0,4.84,4.44,0.02
Natete Junction,2026-06-06,1,Night,Night,11,1,0,1,0,6.0,4.04,0.02
Natete Junction,2026-06-06,2,Night,Night,13,10,1,0,0,5.8,4.88,0.05
Natete Junction,2026-06-06,2,Night,Night,1,27,0,0,1,5.57,4.77,0.03
Natete Junction,2026-06-06,2,Night,Night,14,1,1,0,0,6.01,4.97,0.02
Natete Junction,2026-06-06,2,Night,Night,23,17,0,3,2,5.29,4.44,0.04
Natete Junction,2026-06-06,3,Night,Night,7,9,0,0,0,5.51,4.84,0.02
Natete Junction,2026-06-06,3,Night,Night,23,10,6,1,0,5.98,4.29,0.02
Natete Junction,2026-06-06,3,Night,Night,1,5,2,3,2,5.6,4.22,0.02
Natete Junction,2026-06-06,3,Night,Night,1,1,2,0,0,5.66,5.18,0.02
Natete Junction,2026-06-06,4,Night,Night,7,1,2,5,0,5.59,4.18,0.02
Natete Junction,2026-06-06,4,Night,Night,14,18,2,0,2,4.97,4.62,0.03
Natete Junction,2026-06-06,4,Night,Night,1,17,0,0,0,5.66,3.76,0.02
Natete Junction,2026-06-06,4,Night,Night,13,12,1,0,1,5.42,4.67,0.03
Natete Junction,2026-06-06,5,Night,Night,19,25,0,9,2,5.42,5.41,0.02
Natete Junction,2026-06-06,5,Night,Night,8,20,0,1,2,5.67,4.28,0.03
Natete Junction,2026-06-06,5,Night,Night,13,9,2,0,1,6.01,4.86,0.02
Natete Junction,2026-06-06,5,Night,Night,32,23,5,3,1,5.0,4.47,0.05
Natete Junction,2026-06-06,6,Night,Night,19,37,2,1,1,5.6,4.51,0.04
Natete Junction,2026-06-06,6,Night,Night,9,29,0,0,2,6.04,4.51,0.03
Natete Junction,2026-06-06,6,Night,Night,33,29,1,2,0,5.74,5.13,0.06
Natete Junction,2026-06-06,6,Night,Night,15,1,2,4,0,5.82,5.35,0.02
